"lhs","op","rhs","est","se","t","df","pvalue","ci.lower","ci.upper","std.lv","std.all"
"Internalizing","=~","Moody",0.724462608562807,0.0163541003169954,44.2985303086307,164136.162054082,0,0.692408924573292,0.756516292552323,0.724462608562807,0.586682282210664
"Internalizing","=~","Worrying",0.692532735003066,0.0165194162591343,41.9223490793831,99069.4055403531,0,0.660154878518308,0.724910591487824,0.692532735003066,0.569335038234153
"Internalizing","=~","Nervous",0.744987011635498,0.0169739962978015,43.8899006789573,102621.383770765,0,0.711718197830184,0.778255825440811,0.744987011635498,0.597424069532995
"Internalizing","=~","Irritabiltiy_Frequency",0.795018780947994,0.016055031914871,49.518355688325,45343.7337980825,0,0.763550656642878,0.82648690525311,0.795018780947994,0.622314630704144
"Internalizing","=~","Hot_Flashes",0.256685180883727,0.015737489574617,16.3104273821241,60939.4765900124,1.1138789817091e-59,0.225839655464467,0.287530706302987,0.256685180883727,0.24862520616162
"Internalizing","=~","Falling_Asleep",0.457358811698595,0.0140980395305672,32.4413058075881,317416.250881269,1.71831821672e-230,0.429727056601264,0.484990566795926,0.457358811698595,0.415922195680478
"Internalizing","=~","Worry_Frequency",0.654953737583311,0.0196539771963985,33.3242341251585,99954.9643085885,3.69741160384284e-242,0.616432183664127,0.693475291502494,0.654953737583311,0.547898259031849
"Internalizing","=~","Nervous_Freq_30_Day",0.968844754039497,0.0194326210796623,49.8566173892757,164719.483304656,0,0.930757236729729,1.00693227134926,0.968844754039497,0.695830321399072
"Internalizing","=~","Restless_Freq_30_Day",0.928060739436615,0.0190767236467251,48.6488537876332,155564.978238474,0,0.890670757235361,0.965450721637868,0.928060739436615,0.680250066381402
"Internalizing","=~","Afraid_Freq_30_Day",0.997714932254254,0.0252885525110769,39.4532242134948,178277.819843128,0,0.948149943604552,1.04727992090396,0.997714932254254,0.706297501586189
"Internalizing","=~","Jittery_Freq_30_Day",0.979532746460319,0.0239495248441968,40.8998822662517,29895.344489045,0,0.932590639787812,1.02647485313283,0.979532746460319,0.699758292914337
"Internalizing","=~","Irritable_Freq_30_Day",1.07782938550893,0.0191881317088159,56.1716691267926,84126.8130483599,0,1.04022079733999,1.11543797367786,1.07782938550893,0.733078838092855
"Internalizing","=~","Upset_Think_Day",0.796652382201584,0.0181442835551142,43.9065218409816,52788.8444016209,0,0.761089424506227,0.832215339896942,0.796652382201584,0.623097204950754
"Internalizing","=~","Minor_Setback_Irritate",0.780028886936729,0.0174007881748125,44.827215819213,104924.878930944,0,0.745923575388519,0.81413419848494,0.780028886936729,0.615045959933371
"Internalizing","=~","Frustrated_Freq_30_Day",1.13729105844333,0.0196122556809244,57.9887941981859,208147.127864006,0,1.09885152012923,1.17573059675742,1.13729105844333,0.750980724377391
"Internalizing","=~","Upset_Freq_30_Day",1.12644349573945,0.0196933322772902,57.1992327087497,68995.7759680175,0,1.08784459661587,1.16504239486303,1.12644349573945,0.747832149505294
"Internalizing","=~","Mood_Up_Down",0.937243739957516,0.02015123758043,46.5104803720703,63730.1455675426,0,0.897747289938523,0.976740189976509,0.937243739957516,0.68384160976179
"Internalizing","=~","Nothing_Cheer",1.23138463921873,0.0272348230609395,45.2136089323375,13387.2596066057,0,1.17800054035504,1.28476873808242,1.23138463921873,0.776268246123761
"Internalizing","=~","Hopeless_Freq",1.68240374035525,0.0451696962847389,37.2462929515794,41619.8478902043,1.00929263959199e-298,1.59387018776348,1.77093729294702,1.68240374035525,0.859614025191281
"Internalizing","=~","Everything_Effort",0.951197861711352,0.0203188475200098,46.8135734949841,38743.164731339,0,0.911372408189238,0.991023315233467,0.951197861711352,0.689205530416818
"Internalizing","=~","Worthless_Freq",1.69264337239152,0.0501214946403721,33.7708080043591,18556.882878388,1.1181742555818e-242,1.59440064021223,1.79088610457081,1.69264337239152,0.860970714764023
"Internalizing","=~","Ashamed_Freq",1.05555657478928,0.029807304028492,35.41268186416,56956.2209158659,9.92060368368091e-272,0.9971340908937,1.11397905868487,1.05555657478928,0.725953015460469
"Internalizing","=~","Felt_Belong_Freq",-1.30032110459472,0.0233282714233424,-55.740139549886,130246.180608586,0,-1.34604410130521,-1.25459810788424,-1.30032110459472,-0.792696753179944
"Internalizing","=~","Enthusiastic_Freq",-1.31336007464645,0.021709926230771,-60.4958331357632,73882.2192418334,0,-1.35591144525722,-1.27080870403567,-1.31336007464645,-0.795623047302195
"Internalizing","=~","Full_Of_Life_Freq",-1.20352642692284,0.0196691975334133,-61.1883847766709,114132.468824851,0,-1.24207775452647,-1.16497509931921,-1.20352642692284,-0.769144108181247
"Internalizing","=~","Extreme_Happy_Freq",-0.961603271250322,0.01686014119991,-57.0341173213575,47181.5996619436,0,-0.994649388518678,-0.928557153981965,-0.961603271250322,-0.69313298923168
"Internalizing","=~","Good_Spirits_Freq",-1.91095623047547,0.0340364914248523,-56.1443365775405,21947.4913490155,0,-1.97767020698075,-1.8442422539702,-1.91095623047547,-0.88601767025063
"Internalizing","=~","Cheerful_Freq",-1.87024910845457,0.0326252771010919,-57.3251562786566,8877.79908994226,0,-1.93420219565404,-1.8062960212551,-1.87024910845457,-0.881856366413175
"Internalizing","=~","Lonely_Frequency",1.00649349570193,0.0222908283686425,45.1528080992184,70765.3048176416,0,0.962803527643957,1.0501834637599,1.00649349570193,0.709391434047634
"Internalizing","=~","Angry_Freq",-1.05075124971019,0.0188258161429833,-55.814379665119,30014.7538370943,0,-1.08765065932197,-1.01385184009841,-1.05075124971019,-0.724384214882089
"Disinhibited_Externalizing","=~","Responsible",0.698084163120248,0.0252451539960614,27.652204586637,184260.749471015,5.80341729493872e-168,0.648604245482115,0.74756408075838,0.698084163120248,0.572407555805695
"Disinhibited_Externalizing","=~","Exciting_Look_Forward",1.0304568225858,0.0240743364169262,42.8031246527447,300809.971263462,0,0.983271800399251,1.07764184477235,1.0304568225858,0.717632643568941
"Disinhibited_Externalizing","=~","Sense_Of_Direction",1.44261731959575,0.0343884264639487,41.9506638696633,442204.363555679,0,1.37521705775906,1.51001758143243,1.44261731959575,0.821854793269785
"Disinhibited_Externalizing","=~","Good_Manage_Responsibility",0.962254679475036,0.0236323385003837,40.7177088911202,131909.361217933,0,0.915935722133637,1.00857363681644,0.962254679475036,0.69337682822128
"Disinhibited_Externalizing","=~","Actively_Carry_Plans",1.0659321423116,0.0238397272027041,44.7124303582926,150921.583584661,0,1.01920676086371,1.1126575237595,1.0659321423116,0.729302077877288
"Disinhibited_Externalizing","=~","Weigh_Possibilities",0.503917427136353,0.0181940812553221,27.696777873241,119391.882105832,2.61244571096562e-168,0.468257321631058,0.539577532641648,0.503917427136353,0.45001008971005
"Disinhibited_Externalizing","=~","Like_Think_Over",0.314589704676234,0.0155299705531942,20.2569414796172,103887.974025211,4.63112027520178e-91,0.28415116708166,0.345028242270808,0.314589704676234,0.300090496953624
"Disinhibited_Externalizing","=~","Keep_Work_Problems",0.331400517644616,0.0146319422123517,22.6491133463377,109884.463282789,2.59157166043018e-113,0.30272212199537,0.360078913293862,0.331400517644616,0.314576065094862
"Disinhibited_Externalizing","=~","Like_Difficult_Things",0.516859681335524,0.0156879806055825,32.946221335307,65874.7738566737,4.02607195472656e-236,0.486111239395307,0.54760812327574,0.516859681335524,0.459155384555517
"Disinhibited_Externalizing","=~","High_Standards",0.536885725881202,0.0178444609974623,30.0869679368603,50881.0768006226,3.87042575404481e-197,0.50191039300588,0.571861058756523,0.536885725881202,0.473023163889503
"Disinhibited_Externalizing","=~","Plan_Future",0.876897620614063,0.0209042469480938,41.9482999216112,1597727.36287421,0,0.835926018433668,0.917869222794457,0.876897620614063,0.659312306126183
"Disinhibited_Externalizing","=~","Enjoy_Plans_Future",1.19514771782595,0.0263668838042972,45.3276058974846,185298.16569501,0,1.14346923762199,1.24682619802991,1.19514771782595,0.766943614023395
"Disinhibited_Externalizing","=~","Positive_About_Self",2.45269395564892,0.103744974411209,23.6415688525527,226190.194163815,2.03692954674305e-123,2.24935645414819,2.65603145714965,2.45269395564892,0.92599282044045
"Disinhibited_Externalizing","=~","Will",0.657061837602542,0.0183741739228745,35.7600750031296,155588.567126994,6.31998749922144e-279,0.621048838313402,0.693074836891681,0.657061837602542,0.549130596178096
"Disinhibited_Externalizing","=~","Change_For_Better",0.902635488732436,0.0231859095069394,38.9303464012177,261394.322090995,0,0.857191730726498,0.948079246738374,0.902635488732436,0.670044895882664
"Disinhibited_Externalizing","=~","Too_Much_Get_Done",0.594104206350012,0.0173374338990117,34.2671360600763,255638.434003143,9.31689350305266e-257,0.560123299435094,0.62808511326493,0.594104206350012,0.510763882572334
"Disinhibited_Externalizing","=~","Dont_Give_Up",0.743479685609681,0.0177923208619509,41.7865488925406,79674.8615094631,0,0.70860684775528,0.778352523464082,0.743479685609681,0.59664589023929
"Disinhibited_Externalizing","=~","Rarely_Give_Up",0.707738139889364,0.0177390115962313,39.8972702650313,28087.3693959917,0,0.672968817731439,0.742507462047288,0.707738139889364,0.577693783941677
"Disinhibited_Externalizing","=~","Know_Want_Life",1.07434900187619,0.0246870434750076,43.5187390083314,232179.79583436,0,1.02596303354198,1.12273497021039,1.07434900187619,0.731980944768978
"Disinhibited_Externalizing","=~","Helpful_Set_Future_Goal",0.626122690467774,0.0173455776629116,36.0969638852993,130351.272797852,6.45984731710639e-284,0.592125667281255,0.660119713654292,0.626122690467774,0.530683034721164
"Disinhibited_Externalizing","=~","Goal_Keep_Benefits",0.593014039204873,0.016564865192212,35.79950891986,673714.208215668,2.06799332404654e-280,0.560547441691346,0.625480636718399,0.593014039204873,0.51007065226271
"Disinhibited_Externalizing","=~","Avoid_Distraction",0.214602460302379,0.0136544426277239,15.7166767002741,184919.62804653,1.26336331034293e-55,0.187840069353728,0.24136485125103,0.214602460302379,0.20982517767023
"Disinhibited_Externalizing","=~","Others_Turn_To_Me",0.43617445813023,0.0157298544753472,27.7290841319498,92276.2482120007,1.53836027342565e-168,0.405344105482479,0.46700481077798,0.43617445813023,0.399798786148974
"Antagonistic_Externalizing","=~","Angry_Ready_Hit",1.04288130758832,0.0493631115168736,21.1267336183182,75232.4612466774,8.76078831136774e-99,0.946129830281095,1.13963278489555,1.04288130758832,0.721790383057739
"Antagonistic_Externalizing","=~","Effective_Talking_People",-0.826247187613736,0.025367156748887,-32.5715331754706,24325.9428947338,8.08137928888293e-228,-0.875968375163367,-0.776526000064105,-0.826247187613736,-0.636954863557511
"Antagonistic_Externalizing","=~","Good_Influence_People",-1.04898069405428,0.0348902628067993,-30.0651416661115,32579.7538693813,6.61800071776034e-196,-1.1173668931688,-0.98059449493977,-1.04898069405428,-0.723803326199124
"Antagonistic_Externalizing","=~","Enjoy_Hurting_Say_Mean",1.07250322284131,0.0644590439258185,16.6385220369633,117493.735556771,4.31876144708064e-62,0.94616451678766,1.19884192889497,1.07250322284131,0.73139636644251
"Antagonistic_Externalizing","=~","When_Insult_Get_Even",0.641912207890367,0.0288410201970755,22.2569175259431,84969.2707335167,1.99021914213792e-109,0.585384041798182,0.698440373982552,0.641912207890367,0.540194801337886
"Antagonistic_Externalizing","=~","Sometimes_Just_Hit_Someone",1.16517693567038,0.0652799314900108,17.8489301240869,49225.2321295803,4.93826078046257e-71,1.03722747497849,1.29312639636227,1.16517693567038,0.758845535128319
"Detachment","=~","People_Mean",0.652096589867772,0.0197068600465519,33.0898270108672,60786.3721700095,5.48618840205177e-238,0.613471084825965,0.690722094909579,0.652096589867772,0.546222338360448
"Detachment","=~","Others_More_Life",1.17897969679495,0.0238531725095873,49.4265362949556,172115.205332967,0,1.13222800898757,1.22573138460233,1.17897969679495,0.762619665790077
"Detachment","=~","Disapoint_Acheivment",0.984774844347893,0.0205823915366705,47.8455014614493,147410.649087887,0,0.944433766986381,1.0251159217094,0.984774844347893,0.701661939720651
"Detachment","=~","Gave_Up",0.986635366185424,0.0223792864132179,44.0869895477404,422003.363893503,0,0.942772645011394,1.03049808735945,0.986635366185424,0.702333990189112
"Detachment","=~","If_Go_Wrong_It_Will",0.757115201780968,0.0174378986571838,43.4178003132884,305995.016463216,0,0.722937413256436,0.791292990305499,0.757115201780968,0.603624367840826
"Detachment","=~","Hardly_Expect_Go_My_Way",1.03422421143213,0.0213384864104442,48.4675525498344,25900.3632730471,0,0.992399592054385,1.07604883080988,1.03422421143213,0.71890155604033
"Detachment","=~","Rarely_Good_Happen",0.924947487157312,0.0201780603187738,45.8392666363841,175099.583105159,0,0.885398942277876,0.964496032036749,0.924947487157312,0.67902120631957
"Detachment","=~","No_Good_Sense",1.27690717548253,0.0295158659747911,43.2617215626711,145189.502832983,0,1.21905665893169,1.33475769203337,1.27690717548253,0.787301067268168
"Detachment","=~","Overwhelmed_Responsibility",0.721007290894634,0.0171318141111898,42.0858693781707,154458.849144516,0,0.68742928912421,0.754585292665058,0.721007290894634,0.584842703765443
"Detachment","=~","Cautious_Person",0.0350875082021994,0.0137085777109962,2.55952943783907,171693.482245162,0.0104822465020827,0.00821900019805383,0.061956016206345,0.0350875082021994,0.0350659294262325
"Detachment","=~","Difficult_Arrange",1.22815040410606,0.0256449232914209,47.8905859904414,90187.0202249107,0,1.17788660349794,1.27841420471419,1.22815040410606,0.775456056394308
"Detachment","=~","Maintaining_Relationships_Hard",0.912912844192436,0.0195289707711349,46.7465927872545,558304.110232811,0,0.874636681845806,0.951189006539066,0.912912844192436,0.674216747184681
"Detachment","=~","Dont_Fit_Community",0.802045367376002,0.0184664234701005,43.4326315907687,97650.2258991852,0,0.765851393830781,0.838239340921223,0.802045367376002,0.625667471453673
"Detachment","=~","Few_Close_Friends",1.13144273862082,0.0239747889842303,47.1930217765438,505717.044112574,0,1.08445290321103,1.17843257403061,1.13144273862082,0.74928952949431
"Detachment","=~","No_Warm_Relationship",1.02581547517265,0.0225880459875687,45.4140865366226,83850.7457166874,0,0.981543079494998,1.07008787085031,1.02581547517265,0.716059482165824
"Detachment","=~","Difficult_Voice_Opinion",0.548970473820928,0.015046194430652,36.4856692734589,741328.771364727,3.40267952780798e-291,0.519480426484175,0.578460521157682,0.548970473820928,0.481225716739004
"Detachment","=~","Self_Attitude",1.1186889131862,0.0232273409304757,48.1625906527428,309840.792046961,0,1.07316398366687,1.16421384270553,1.1186889131862,0.745549949490947
