"lhs","op","rhs","est","se","t","df","pvalue","ci.lower","ci.upper","std.lv","std.all"
"Disinhibited_Externalizing","=~","Will",0.497924949957438,0.00958439212547913,51.9516463265056,178233.783521752,0,0.479139759009777,0.516710140905098,0.602558292666887,0.602558292666887
"Disinhibited_Externalizing","=~","Change_For_Better",0.605015879852207,0.00910122774229801,66.4762927577773,223132.479913041,0,0.587177704500426,0.622854055203988,0.732153180175571,0.732153180175571
"Disinhibited_Externalizing","=~","Too_Much_Get_Done",0.463308222257252,0.00995327679586822,46.5483108487026,333604.427533515,0,0.443800087430886,0.482816357083619,0.560667247957195,0.560667247957195
"Disinhibited_Externalizing","=~","Dont_Give_Up",0.495934871634363,0.00882840804522579,56.1748923581476,88100.5301372744,0,0.47863127210032,0.513238471168406,0.600150021708125,0.600150021708125
"Disinhibited_Externalizing","=~","Know_Want_Life",0.650049939285428,0.00923127453395828,70.4182219794403,340899.728792704,0,0.631956909428158,0.668142969142699,0.786650642024511,0.786650642024511
"Disinhibited_Externalizing","=~","Goal_Keep_Benefits",0.449512245333235,0.00947386534547397,47.4476075964056,327502.107844066,0,0.43094374183725,0.46808074882922,0.543972201240378,0.543972201240378
"Disinhibited_Externalizing","=~","Weigh_Possibilities",0.390007622465222,0.0117498755477791,33.1924896463214,87024.9499235213,4.41443360027663e-240,0.366977969266664,0.413037275663781,0.471963349375852,0.471963349375852
"P_factor","=~","Internalizing",1.0637866455319,0.0238693354616604,44.5670826169662,61739.8859687648,0,1.01700269052768,1.11057060053612,0.728613807350611,0.728613807350611
"P_factor","=~","Anatagonistic",1.24877363595248,0.0314862978785136,39.6608594878551,79064.3059920866,0,1.18706068136472,1.31048659054024,0.780569573750226,0.780569573750226
"P_factor","=~","Detachment",1.83420648692646,0.0590656191763675,31.0537079353996,36752.4224322996,5.16273639760801e-209,1.71843618796399,1.94997678588892,0.877991392843118,0.877991392843118
"P_factor","=~","Somaticizing",0.666461208528329,0.0215365688368475,30.9455611790892,92309.6142816857,3.4524522274926e-209,0.624249755780618,0.70867266127604,0.554581828348455,0.554581828348455
"P_factor","=~","Disinhibited_Externalizing",-0.681495321086491,0.0181644345728398,-37.5181136717291,590940.518170892,1.07891631384401e-307,-0.717097031568233,-0.64589361060475,-0.563154681925212,-0.563154681925212
"Worry_Frequency","|","t1",0.496969926007977,0.0154981952989058,32.0663094265604,69215.5279407694,5.75003695344688e-224,0.466593490207353,0.527346361808602,0.496969926007977,0.496969926007977
"Worry_Frequency","|","t2",0.851969487260185,0.01694341494086,50.2832215485445,977223.708182547,0,0.81876096306974,0.885178011450631,0.851969487260185,0.851969487260185
"Worry_Frequency","|","t3",1.25626525506339,0.019953038518822,62.9611000789846,349293.59940184,0,1.21715788267033,1.29537262745644,1.25626525506339,1.25626525506339
"Worry_Frequency","|","t4",1.50600075607464,0.0228688607776086,65.8537725477428,140695.56399189,0,1.4611782269874,1.55082328516187,1.50600075607464,1.50600075607464
"Nervous_Freq_30_Day","|","t1",-0.119682590827111,0.0148524452981729,-8.05810682513224,159294.808237016,7.80151688196441e-16,-0.148793069883085,-0.0905721117711362,-0.119682590827111,-0.119682590827111
"Nervous_Freq_30_Day","|","t2",0.870999062717983,0.0170484254480852,51.0897071034679,373992.749706532,0,0.837584654706507,0.904413470729458,0.870999062717983,0.870999062717983
"Nervous_Freq_30_Day","|","t3",1.75266631213397,0.0269164100654414,65.115158666135,560750.28461663,0,1.69991100394166,1.80542162032628,1.75266631213397,1.75266631213397
"Nervous_Freq_30_Day","|","t4",2.38716334068168,0.0469588065419312,50.8352642767889,531210.522728804,0,2.29512556139417,2.47920111996919,2.38716334068168,2.38716334068168
"Restless_Freq_30_Day","|","t1",-0.0392977127184489,0.0148179841215019,-2.6520282648586,183852.938113614,0.00800167087204794,-0.0683406191191171,-0.0102548063177808,-0.0392977127184489,-0.0392977127184489
"Restless_Freq_30_Day","|","t2",0.853638651898994,0.0169525143626198,50.3546927399315,89277.9988305922,0,0.820411883837157,0.886865419960831,0.853638651898994,0.853638651898994
"Restless_Freq_30_Day","|","t3",1.68905150230144,0.0257375508979157,65.6259606440727,99543.8671156815,0,1.63860621612166,1.73949678848121,1.68905150230144,1.68905150230144
"Restless_Freq_30_Day","|","t4",2.31604963806193,0.0436736437999498,53.0308313332122,43762.0312329528,0,2.23044850159614,2.40165077452771,2.31604963806193,2.31604963806193
"Afraid_Freq_30_Day","|","t1",0.690591084117467,0.0161719276362626,42.7030778055761,146033.197112386,0,0.658894425678914,0.722287742556019,0.690591084117467,0.690591084117467
"Afraid_Freq_30_Day","|","t2",1.41912423424512,0.0217396248357141,65.2782301888561,110283.869094888,0,1.37651488489248,1.46173358359776,1.41912423424512,1.41912423424512
"Afraid_Freq_30_Day","|","t3",2.02603898873355,0.0333710488060478,60.7124756704194,162243.606809324,0,1.96063244700359,2.09144553046352,2.02603898873355,2.02603898873355
"Afraid_Freq_30_Day","|","t4",2.53565696283426,0.0551062541426674,46.0139597997274,336967.996076091,0,2.42765030143962,2.6436636242289,2.53565696283426,2.53565696283426
"Frustrated_Freq_30_Day","|","t1",-0.600453757178336,0.0158264085460654,-37.9399884332959,839230.040666332,1.04628966990038e-314,-0.631472992670184,-0.569434521686487,-0.600453757178336,-0.600453757178336
"Frustrated_Freq_30_Day","|","t2",0.533441950907495,0.0156058370544599,34.1822068913021,704365.445497285,7.21849568837572e-256,0.502855019772305,0.564028882042685,0.533441950907495,0.533441950907495
"Frustrated_Freq_30_Day","|","t3",1.51576978345106,0.0230044132574526,65.890390964873,358027.086591264,0,1.47068180955427,1.56085775734785,1.51576978345106,1.51576978345106
"Frustrated_Freq_30_Day","|","t4",2.13101483820795,0.036602551953675,58.2203896849872,776874.085414061,0,2.05927504286637,2.20275463354954,2.13101483820795,2.13101483820795
"Upset_Freq_30_Day","|","t1",-0.37136309675418,0.0151910791792071,-24.446130019682,267723.063238387,7.72748725585237e-132,-0.401137199439178,-0.341588994069183,-0.37136309675418,-0.37136309675418
"Upset_Freq_30_Day","|","t2",0.711257586154191,0.0162594183545555,43.7443437793648,174966.880768061,0,0.679389491316471,0.743125680991912,0.711257586154191,0.711257586154191
"Upset_Freq_30_Day","|","t3",1.74153123523276,0.026702567740292,65.2196167863264,100898.624217085,0,1.68919453634402,1.79386793412151,1.74153123523276,1.74153123523276
"Upset_Freq_30_Day","|","t4",2.31155562517066,0.0434761729903835,53.1683325871842,754111.445862113,0,2.22634375515704,2.39676749518428,2.31155562517066,2.31155562517066
"Hopeless_Freq","|","t1",0.83565977937476,0.0168558903891528,49.5767212577822,180326.272328479,0,0.802622619536569,0.868696939212951,0.83565977937476,0.83565977937476
"Hopeless_Freq","|","t2",1.37813408278866,0.0212516949448659,64.8481961727759,74827.6767504008,0,1.33648085233042,1.41978731324689,1.37813408278866,1.37813408278866
"Hopeless_Freq","|","t3",1.93843564466808,0.0310248519753217,62.4800932558835,110053.842911899,0,1.87762738340575,1.99924390593041,1.93843564466808,1.93843564466808
"Hopeless_Freq","|","t4",2.4476509647665,0.0500532378338549,48.9009516805118,66085.3415631752,0,2.34954662450477,2.54575530502824,2.4476509647665,2.4476509647665
"Everything_Effort","|","t1",0.163243924318785,0.0148857775213271,10.9664358536128,141729.402402691,5.68689928300481e-28,0.1340680873344,0.19241976130317,0.163243924318785,0.163243924318785
"Everything_Effort","|","t2",0.894615768919249,0.017183145382308,52.0635628119842,163673.597066664,0,0.860937173775948,0.92829436406255,0.894615768919249,0.894615768919249
"Everything_Effort","|","t3",1.50504900717315,0.0228557764481918,65.8498305924854,74317.1545876562,0,1.46025177890712,1.54984623543917,1.50504900717315,1.50504900717315
"Everything_Effort","|","t4",2.04032044480484,0.0337823848325611,60.3959861009659,118959.74186128,0,1.97410751353289,2.10653337607679,2.04032044480484,2.04032044480484
"Worthless_Freq","|","t1",0.871722666977563,0.0170524894836923,51.1199650825887,99773.6166432549,0,0.838299996288771,0.905145337666354,0.871722666977563,0.871722666977563
"Worthless_Freq","|","t2",1.39228838291176,0.0214171139925854,65.0082164848995,52856.5996109468,0,1.35031064958463,1.4342661162389,1.39228838291176,1.39228838291176
"Worthless_Freq","|","t3",1.94134545943723,0.0310981507189369,62.4263956073459,116355.743938896,0,1.88039357000397,2.00229734887048,1.94134545943723,1.94134545943723
"Worthless_Freq","|","t4",2.42700706270327,0.048963117573685,49.5680663930529,789181.997763203,0,2.33104096850531,2.52297315690124,2.42700706270327,2.42700706270327
"Irritable_Freq","|","t1",-0.315643357269145,0.0150854458684332,-20.9237008983368,162.381193955753,5.85825841408751e-48,-0.34543229910844,-0.285854415429851,-0.315643357269145,-0.315643357269145
