"","MR1","MR4","MR7","MR3","MR2","MR8","MR5","MR6","MR10","MR9","MR11"
"1",-0.0689228970793067,-0.129001333370607,0.0571177225665281,-0.092196032821409,0.205809037932079,-0.0196710518037051,-0.0785245798937574,-0.0354428325595091,0.259965626185006,-0.0236994432108397,0.0552800943143924
"2",0.109857747047042,0.0137909522731108,0.0109606222244118,-0.00511404938618403,0.0258199172437766,-0.018062243923202,0.0161436779159853,0.534951780041047,-0.0206851260680453,-0.0304661558649464,-0.00163827358027292
"3",0.202820701000405,-0.149343668966029,0.0775442377504824,0.0892495050092467,-0.0170154792248289,0.0204476010006293,0.0554166434536433,0.380452073310709,-0.0394376183994431,-0.0353663688200283,0.172865169321983
"4",0.229092883066062,-0.194112805407502,0.0381757736476965,-0.0358627652240943,-0.0746319446805972,0.0957773474298271,0.055295692456908,0.356272622294214,-0.00968759382700032,0.0527226501001909,0.17836210522146
"5",-0.0683403238983546,-0.00548815996006429,-0.100335765564305,-0.0198248116111062,0.0326298906282817,-0.0243686542766221,0.0057051279020168,0.893800284001241,0.00272349781048221,-0.0257064708066398,-0.0160973679490713
"6",0.263824964409328,0.0100900422243107,-0.0301364132330495,-0.0327987139512932,0.00723755038996176,0.0235964895730458,0.0273720915266457,0.411526243534977,-0.0102688573729524,-0.011714560269112,-0.00199854438815629
"7",-0.018144410925646,0.00360716099912659,-0.0586406514149595,-0.0106487700974092,0.00147844198767412,-0.0215840757550568,-0.010345009165788,0.768409025402805,0.0170680821059611,0.0363324465969682,-0.00376378238872706
"8",0.481298440371876,-0.00688581639390059,0.157207094688724,-0.00134275064605469,0.0760365788599731,0.0851524819264232,-0.012399562065435,0.0401276842305564,0.0423287843563241,-0.0469374391698756,-0.100311183896181
"9",0.709899833968568,-0.0893350002640887,-0.0476072195703951,0.00274864562702583,0.0317332830913539,0.162287605227135,0.00574975204607699,0.0605587487074144,0.0287132644047662,-0.00723703403683848,-0.078892352819825
"10",0.675965238109884,-0.0620744674125848,-0.0808145395540399,0.0529227541715068,0.0424261383326234,0.0597543096740804,0.0101398471361048,0.150629140947952,-0.0279872333784332,0.00724266738412454,-0.0105840223808177
"11",0.792177460463802,0.0197515864335513,-0.0319590692218219,-0.0450098672158127,-0.0356915747728943,0.066155900517896,0.0221337457355539,-0.0428618091994434,0.0300963609923239,0.0282757281212016,0.0520045216691622
"12",0.70322681730175,-0.0956301498707421,-0.105589424793781,0.062008386811162,-0.00886650054139911,0.0701036466729976,-0.01729482661063,0.131928050086401,-0.00369053328726522,0.0180188079887768,-0.00101200445310207
"13",0.116467383896657,0.087415724576365,0.12703951495417,0.479258059167898,0.0395762704091103,0.0601766718567059,-0.0287349989191652,0.0139624226850091,-0.00992680733938242,-0.020715043378059,0.160275085413264
"14",0.252502411857512,0.0239197878242591,0.0472783006495017,0.350584021011386,0.0383028265403722,0.194196866949652,-0.0737363019526323,0.0622307508363036,0.156136135447568,0.0461265631853595,-0.278164424743653
"15",0.227994700915681,0.0382117819641274,0.0285142712363379,0.413887642987819,-0.0306095289406185,0.116028937059766,-0.089478507525336,0.0280104916903332,0.20081229739363,0.0187866822051149,-0.263230250230683
"16",0.800662353319538,-0.0335523976195093,-0.0172068102548732,0.015873850670894,0.0203432847230837,-0.0377551572518298,-0.0279329714236929,0.00472342378563168,-0.0178472498854846,-0.0427206137217773,-0.0678883310300023
"17",0.839222442868804,-0.0777433736037485,-0.0202725512171522,0.0321111654181854,-0.012818442641215,-0.00566137183300492,0.000786715537437942,-0.0418242495438329,0.000240578421584606,-0.0103551542458295,-0.00739018513341496
"18",0.130082443546555,0.548742556311967,0.0505717108177571,0.0715998780705644,-0.0534491246935961,0.134728842925078,0.0126446636331219,0.0377535006385472,0.0549880859010002,0.0034173834514245,-0.0211305558924487
"19",0.18625306515283,0.464161730551916,0.0668730348777484,0.0675395348460322,-0.104365955877311,0.0481257382222501,-0.00432614644733103,0.0463815639708147,0.0643379585128037,0.0561317269435041,0.0585135297282698
"20",-0.0339501669777056,0.451607897000557,0.0303048873574772,0.0979129675879789,-0.17161428088267,0.136361106640826,-0.0864285974040941,0.125385311331543,-0.0319299554340347,0.109208008003011,-0.00534830083690179
"21",0.334514308367503,0.0686092072626134,0.0391381290452831,0.365675624472751,0.00715952948627825,0.0596908186851215,-0.0669119515242297,0.0353755958773669,0.0512956461364283,0.00353709056079999,-0.156202803905902
"22",-0.0697976670114289,-0.0123037511195505,-0.399727144567836,0.0509884154101309,0.162634956955678,-0.00523963961669838,0.130809968036617,-0.0412208293346513,-0.0484987479690715,0.223201230116704,0.212483452387358
"23",0.0424316085050982,0.0933384671284167,0.55079732667927,0.293453450757127,-0.0173834475968307,0.105728566933815,-0.0256503781767201,0.0707097021117183,0.0690535996645593,0.109524121464068,0.0368336097497496
"24",-0.128856772216176,-0.143401024657056,-0.398188343145641,0.016495250937981,0.201337404594003,-0.0329508911077423,0.100426806431315,-0.0773122604750356,0.0132354272765652,0.141360193598328,0.227244954584523
"25",0.0597986583238002,0.151208533389264,0.653743567050428,0.222156132648909,0.00654309113978548,0.145568555544183,-0.0379558913804365,0.0570494020626352,-0.00450562039317486,0.0883634815704198,0.0229351453199359
"26",0.0183502916229345,0.196482194862601,0.597858039355785,0.211255154665008,0.0196854840772769,0.100860438796055,-0.0616192049786725,0.0753332504291933,0.00660680493741194,0.0648909512762783,0.0312060586033178
"27",-0.0645806766212194,-0.119842796523628,-0.620354142529409,-0.0420375989290419,0.100777632552457,-0.0302703551429596,0.082770287736526,-0.0851882649625671,0.0754545205581259,0.183802161644709,0.0945229176330052
"28",0.770662403091734,0.157229011600047,0.0904301836637302,-0.0130476195035134,-0.0131634785412114,-0.0453034245533471,-0.0291623957360698,0.0358367525592935,-0.0122780253123417,0.0512285635532994,0.0607004645310779
"29",0.63619800192967,0.0629331524220962,-0.0398332174593964,0.0462403580208538,-0.0496710528907566,-0.0510713402631436,-0.0166306932779524,0.147613123345153,0.0427553634526007,0.054385739963395,0.0020994559973845
"30",0.730141294809503,0.221436124908891,0.0325493695096792,-0.0408491398889266,-0.0258155100906493,-0.0232354887073651,-0.0254105748440118,0.058483632433988,-0.0449760227630485,0.0601216254344888,0.033901261044032
"31",0.763101338410161,-0.0891348171582086,-0.0529011632941321,0.0524239450552189,0.0121322638882884,-0.0148983907984756,-0.0345344327221195,0.039057240459454,-0.0142868940319441,-0.0743677418762797,-0.0997381957496569
"32",0.734142291165331,0.0966428989797889,-0.0761932001638997,0.0130057613576465,-0.0397054262925412,0.0131076071564411,-0.0237158996816668,-0.0605568201932035,-0.0461136445740534,0.0204696396142063,0.0332915715251038
"33",-0.0875224071633722,-0.426094622921663,-0.129759082715845,0.0634240514457225,0.144441745303014,-0.0514683733730482,0.0325635890412731,-0.0985717095003801,0.157053665672949,0.192122661831492,0.0737996498964184
"34",0.0898776145018248,0.619999133395854,-0.0727735887647033,0.0296170633543928,-0.055548748651798,0.129802018562155,-0.0331798715035855,0.058775170590396,-0.035058447568771,-0.0114104638671574,-0.0642593334628254
"35",-0.170613165643657,-0.180050658232447,-0.0261309556876451,-0.0328418029963918,0.160813090735591,-0.177289681564851,-0.0401292355835815,-0.0215339964568419,0.22938751542536,0.234166597509115,0.0485376075941165
