"imputation","iteration","suggested_factors","item_removed","removal_reason","removal_value","communality","complexity","highest_loading"
11,20,15,"Headache_Frequency","communality",0.23,0.23,4.1,0.25
11,21,15,"Asking_Help_Naturally","communality",0.24,0.24,4.08,0.33
11,22,22,"Dont_Like_Help","communality",0.24,0.24,6.7,0.24
11,23,23,"Mental_Emotional","max_loading",0.22,0.38,6.49,0.22
11,24,23,"Some_Wander_Aimlessly","max_loading",0.22,0.47,5.98,0.22
11,25,22,"Careless","max_loading",0.2,0.3,8.2,0.2
11,26,22,"Trust_Friends","max_loading",0.25,0.46,6.41,0.25
11,27,23,"Positive_About_Self","max_loading",0.22,0.78,10.04,0.22
11,28,22,"Avoid_Distraction","max_loading",0.26,0.31,5.53,0.26
11,29,22,"Exciting_Look_Forward","max_loading",0.27,0.54,6.6,0.27
11,30,22,"People_Take_Advantage","max_loading",0.29,0.45,5.58,0.29
11,31,21,"Most_See_Love","max_loading",0.28,0.51,8.15,0.28
11,32,21,"Others_Describe_Giving","max_loading",0.27,0.53,6.65,0.27
11,33,21,"More_Sucessful","max_loading",0.28,0.4,4.27,0.28
12,1,20,"Sympathy_Limits","communality",0.11,0.11,4.92,0.2
12,2,20,"Worry_Compare","communality",0.12,0.12,6.89,0.17
12,3,20,"More_Or_Less_Positive","communality",0.15,0.15,1.95,0.32
12,4,20,"Aware_Body","communality",0.15,0.15,5.28,0.23
12,5,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.45,0.33
12,6,21,"Alcohol_More_Than_Intended","communality",0.19,0.19,9.35,0.16
12,7,21,"Should_Obey_Law","communality",0.18,0.18,4.36,0.24
12,8,22,"Low_Pain_Tolerance","communality",0.21,0.21,7.4,0.21
12,9,21,"Without_skill","communality",0.21,0.21,1.35,0.43
12,10,22,"When_Difficult","communality",0.15,0.15,3.88,0.28
12,11,22,"Approach_Health","communality",0.2,0.2,6.95,0.18
12,12,17,"Choose_Goals","communality",0.12,0.12,6.81,0.21
12,13,20,"To_Reach_Goals","communality",0.15,0.15,5.72,0.16
12,14,20,"Intercourse_Pain","communality",0.22,0.22,2.14,0.34
12,15,21,"Leaking_Urine","communality",0.23,0.23,2.98,0.32
12,16,21,"Loud_Noise","communality",0.23,0.23,10.15,0.18
12,17,20,"Hate_Temp","communality",0.23,0.23,6.41,0.23
12,18,20,"Releived_No_Responsibility","communality",0.24,0.24,4.58,0.28
12,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,5.11,0.26
12,20,15,"Headache_Frequency","communality",0.23,0.23,4.26,0.24
12,21,15,"Asking_Help_Naturally","communality",0.24,0.24,4.1,0.33
12,22,22,"Dont_Like_Help","communality",0.24,0.24,6.83,0.24
12,23,22,"Careless","max_loading",0.2,0.3,8.88,0.2
12,24,22,"Mental_Emotional","max_loading",0.23,0.38,6.28,0.23
12,25,22,"Exciting_Look_Forward","max_loading",0.25,0.53,7.17,0.25
12,26,22,"Avoid_Distraction","max_loading",0.28,0.31,5.05,0.28
12,27,22,"Trust_Friends","max_loading",0.27,0.47,5.98,0.27
12,28,22,"Some_Wander_Aimlessly","max_loading",0.26,0.47,4.56,0.26
12,29,22,"Nothing_Cheer","max_loading",0.29,0.7,5.61,0.29
12,30,22,"Enjoy_Convo","max_loading",0.3,0.57,5.25,0.3
12,31,22,"Worthless_Freq","max_loading",0.29,0.79,5.75,0.29
12,32,22,"Worry_Frequency","max_loading",0.28,0.41,4.56,0.28
12,33,22,"Positive_About_Self","max_loading",0.29,0.76,8.06,0.29
13,1,21,"Sympathy_Limits","communality",0.11,0.11,4.38,0.21
13,2,21,"Worry_Compare","communality",0.12,0.12,6.68,0.18
13,3,20,"More_Or_Less_Positive","communality",0.15,0.15,2.01,0.31
13,4,20,"Aware_Body","communality",0.15,0.15,6.4,0.22
13,5,21,"Alcohol_More_Than_Intended","communality",0.18,0.18,9.9,0.16
13,6,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.27,0.34
13,7,21,"Should_Obey_Law","communality",0.18,0.18,4.46,0.23
13,8,21,"Low_Pain_Tolerance","communality",0.21,0.21,8.24,0.21
13,9,21,"Without_skill","communality",0.21,0.21,1.36,0.44
13,10,21,"When_Difficult","communality",0.15,0.15,3.07,0.3
13,11,17,"Choose_Goals","communality",0.13,0.13,7.14,0.21
13,12,19,"To_Reach_Goals","communality",0.16,0.16,5.62,0.17
13,13,20,"Approach_Health","communality",0.17,0.17,8.71,0.15
13,14,20,"Intercourse_Pain","communality",0.23,0.23,2.29,0.33
13,15,21,"Leaking_Urine","communality",0.23,0.23,3.11,0.32
13,16,21,"Loud_Noise","communality",0.23,0.23,10.07,0.18
13,17,20,"Hate_Temp","communality",0.23,0.23,6.78,0.22
13,18,20,"Releived_No_Responsibility","communality",0.23,0.23,4.1,0.3
13,19,15,"Bad_Happens_Prevented","communality",0.23,0.23,5.03,0.26
13,20,15,"Headache_Frequency","communality",0.23,0.23,4.17,0.25
13,21,15,"Asking_Help_Naturally","communality",0.24,0.24,4.06,0.33
13,22,22,"Dont_Like_Help","communality",0.24,0.24,6.68,0.24
13,23,22,"Careless","max_loading",0.2,0.3,8.8,0.2
13,24,22,"Mental_Emotional","max_loading",0.23,0.38,6.2,0.23
13,25,22,"Exciting_Look_Forward","max_loading",0.25,0.53,6.92,0.25
13,26,22,"Trust_Friends","max_loading",0.28,0.47,5.62,0.28
13,27,22,"Some_Wander_Aimlessly","max_loading",0.27,0.47,4.39,0.27
13,28,22,"Avoid_Distraction","max_loading",0.28,0.31,4.99,0.28
13,29,22,"Nothing_Cheer","max_loading",0.29,0.7,5.63,0.29
13,30,22,"Positive_About_Self","max_loading",0.29,0.76,7.76,0.29
13,31,22,"People_Take_Advantage","max_loading",0.29,0.45,5.4,0.29
13,32,21,"Most_See_Love","max_loading",0.27,0.51,8.7,0.27
13,33,21,"Others_Describe_Giving","max_loading",0.27,0.54,6.58,0.27
13,34,21,"More_Sucessful","max_loading",0.29,0.4,4.26,0.29
13,35,21,"Social_Others_Lead","max_loading",0.3,0.32,5.25,0.3
13,36,21,"High_Standards","max_loading",0.3,0.45,5.88,0.3
14,1,21,"Sympathy_Limits","communality",0.11,0.11,4.56,0.2
14,2,21,"Worry_Compare","communality",0.13,0.13,6.81,0.18
14,3,20,"More_Or_Less_Positive","communality",0.15,0.15,1.99,0.31
14,4,20,"Aware_Body","communality",0.16,0.16,5.45,0.23
14,5,21,"Alcohol_More_Than_Intended","communality",0.18,0.18,10.39,0.16
14,6,21,"Should_Obey_Law","communality",0.18,0.18,4.04,0.24
14,7,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.19,0.34
14,8,21,"Without_skill","communality",0.21,0.21,1.35,0.43
14,9,21,"When_Difficult","communality",0.15,0.15,3.24,0.3
14,10,17,"Choose_Goals","communality",0.13,0.13,7.57,0.2
14,11,17,"To_Reach_Goals","communality",0.16,0.16,6.3,0.17
14,12,20,"Approach_Health","communality",0.17,0.17,9.32,0.14
14,13,20,"Low_Pain_Tolerance","communality",0.21,0.21,8.1,0.22
14,14,20,"Intercourse_Pain","communality",0.23,0.23,1.99,0.35
14,15,21,"Leaking_Urine","communality",0.23,0.23,3,0.32
14,16,21,"Loud_Noise","communality",0.24,0.24,9.59,0.19
14,17,20,"Hate_Temp","communality",0.23,0.23,6.25,0.23
14,18,17,"Releived_No_Responsibility","communality",0.22,0.22,2.5,0.34
14,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,5.19,0.25
14,20,15,"Headache_Frequency","communality",0.23,0.23,4.21,0.25
14,21,15,"Lower_Expectations","communality",0.24,0.24,4.74,0.29
14,22,15,"Asking_Help_Naturally","communality",0.23,0.23,4.34,0.32
14,23,21,"Dont_Like_Help","communality",0.25,0.25,6.13,0.26
14,24,21,"Careless","max_loading",0.21,0.3,8.21,0.21
14,25,21,"Mental_Emotional","max_loading",0.22,0.38,6.36,0.22
14,26,21,"Exciting_Look_Forward","max_loading",0.26,0.53,6.61,0.26
14,27,21,"Trust_Friends","max_loading",0.28,0.47,5.94,0.28
14,28,21,"Some_Wander_Aimlessly","max_loading",0.27,0.47,4.35,0.27
14,29,21,"Dissapointment_Low_Goal","max_loading",0.28,0.34,4.09,0.28
14,30,21,"Enjoy_Convo","max_loading",0.28,0.56,5.89,0.28
14,31,21,"Avoid_Distraction","max_loading",0.28,0.31,5.17,0.28
14,32,21,"Nothing_Cheer","max_loading",0.29,0.7,5.77,0.29
14,33,21,"Positive_About_Self","max_loading",0.29,0.75,7.41,0.29
14,34,21,"People_Take_Advantage","max_loading",0.3,0.46,5.49,0.3
15,1,20,"Sympathy_Limits","communality",0.11,0.11,4.78,0.2
15,2,21,"Worry_Compare","communality",0.13,0.13,6.9,0.18
15,3,20,"More_Or_Less_Positive","communality",0.15,0.15,2,0.31
15,4,20,"Aware_Body","communality",0.15,0.15,5.27,0.23
15,5,21,"Alcohol_More_Than_Intended","communality",0.18,0.18,9.45,0.17
15,6,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.18,0.34
15,7,21,"Should_Obey_Law","communality",0.18,0.18,4.38,0.24
15,8,21,"Low_Pain_Tolerance","communality",0.21,0.21,7.88,0.22
15,9,21,"Without_skill","communality",0.22,0.22,1.34,0.44
15,10,21,"When_Difficult","communality",0.15,0.15,3.34,0.29
15,11,17,"Choose_Goals","communality",0.13,0.13,7.26,0.21
15,12,17,"To_Reach_Goals","communality",0.16,0.16,6.74,0.17
15,13,20,"Approach_Health","communality",0.18,0.18,9.31,0.15
15,14,20,"Intercourse_Pain","communality",0.23,0.23,2,0.36
15,15,20,"Loud_Noise","communality",0.23,0.23,7.13,0.2
15,16,20,"Leaking_Urine","communality",0.23,0.23,3.02,0.32
15,17,20,"Hate_Temp","communality",0.23,0.23,6.66,0.22
15,18,15,"Releived_No_Responsibility","communality",0.21,0.21,5.24,0.23
15,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,5.17,0.26
15,20,15,"Headache_Frequency","communality",0.23,0.23,4.2,0.24
15,21,15,"Asking_Help_Naturally","communality",0.24,0.24,4.09,0.32
15,22,22,"Dont_Like_Help","communality",0.24,0.24,6.3,0.25
15,23,23,"Mental_Emotional","max_loading",0.22,0.38,6.61,0.22
15,24,23,"Careless","max_loading",0.23,0.3,7.19,0.23
15,25,22,"Exciting_Look_Forward","max_loading",0.25,0.53,7,0.25
15,26,22,"Avoid_Distraction","max_loading",0.27,0.31,5.3,0.27
15,27,22,"Some_Wander_Aimlessly","max_loading",0.27,0.47,4.44,0.27
15,28,22,"Trust_Friends","max_loading",0.25,0.46,6.87,0.25
15,29,22,"Nothing_Cheer","max_loading",0.29,0.7,5.54,0.29
15,30,22,"Positive_About_Self","max_loading",0.29,0.75,7.81,0.29
15,31,22,"People_Take_Advantage","max_loading",0.29,0.45,5.42,0.29
15,32,22,"Social_Others_Lead","max_loading",0.3,0.32,5.29,0.3
15,33,22,"High_Standards","max_loading",0.29,0.44,5.88,0.29
16,1,21,"Sympathy_Limits","communality",0.11,0.11,4.61,0.2
16,2,21,"Worry_Compare","communality",0.12,0.12,6.17,0.19
16,3,20,"More_Or_Less_Positive","communality",0.15,0.15,1.86,0.32
16,4,20,"Aware_Body","communality",0.16,0.16,5.55,0.23
16,5,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.22,0.34
16,6,21,"Should_Obey_Law","communality",0.18,0.18,3.79,0.25
16,7,21,"Alcohol_More_Than_Intended","communality",0.18,0.18,10.83,0.16
16,8,21,"Low_Pain_Tolerance","communality",0.2,0.2,7.88,0.22
16,9,21,"Without_skill","communality",0.21,0.21,1.35,0.43
16,10,21,"When_Difficult","communality",0.15,0.15,3.22,0.3
16,11,17,"Choose_Goals","communality",0.13,0.13,7.18,0.21
16,12,19,"To_Reach_Goals","communality",0.16,0.16,5.33,0.18
16,13,20,"Approach_Health","communality",0.17,0.17,9.18,0.15
16,14,20,"Intercourse_Pain","communality",0.23,0.23,2.36,0.33
16,15,20,"Loud_Noise","communality",0.23,0.23,7,0.21
16,16,20,"Leaking_Urine","communality",0.23,0.23,2.85,0.33
16,17,20,"Hate_Temp","communality",0.23,0.23,6.32,0.23
16,18,20,"Releived_No_Responsibility","communality",0.24,0.24,3.91,0.3
16,19,15,"Bad_Happens_Prevented","communality",0.23,0.23,5.1,0.26
16,20,15,"Asking_Help_Naturally","communality",0.23,0.23,4.28,0.32
16,21,22,"Dont_Like_Help","communality",0.24,0.24,6.61,0.24
16,22,22,"Headache_Frequency","communality",0.24,0.24,6.56,0.21
16,23,22,"Careless","max_loading",0.21,0.3,8.81,0.21
16,24,22,"Mental_Emotional","max_loading",0.22,0.38,6.23,0.22
16,25,22,"Exciting_Look_Forward","max_loading",0.26,0.53,7.06,0.26
16,26,22,"Avoid_Distraction","max_loading",0.28,0.31,5.17,0.28
16,27,22,"Some_Wander_Aimlessly","max_loading",0.27,0.47,4.39,0.27
16,28,22,"Trust_Friends","max_loading",0.26,0.46,6.38,0.26
16,29,22,"Nothing_Cheer","max_loading",0.29,0.7,5.74,0.29
17,1,20,"Sympathy_Limits","communality",0.11,0.11,5.13,0.2
17,2,20,"Worry_Compare","communality",0.12,0.12,7,0.18
17,3,20,"More_Or_Less_Positive","communality",0.15,0.15,1.93,0.31
17,4,20,"Aware_Body","communality",0.16,0.16,5.12,0.24
17,5,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.39,0.33
17,6,21,"Alcohol_More_Than_Intended","communality",0.19,0.19,9.17,0.18
17,7,21,"Should_Obey_Law","communality",0.18,0.18,4.77,0.22
17,8,21,"Low_Pain_Tolerance","communality",0.21,0.21,7.75,0.21
17,9,21,"Without_skill","communality",0.21,0.21,1.36,0.43
17,10,21,"When_Difficult","communality",0.15,0.15,3.32,0.29
17,11,17,"Choose_Goals","communality",0.13,0.13,7.15,0.21
17,12,19,"To_Reach_Goals","communality",0.16,0.16,5.25,0.18
17,13,20,"Approach_Health","communality",0.17,0.17,8.87,0.15
17,14,20,"Loud_Noise","communality",0.23,0.23,7.49,0.2
17,15,20,"Intercourse_Pain","communality",0.23,0.23,1.95,0.35
17,16,20,"Hate_Temp","communality",0.23,0.23,7.13,0.22
17,17,20,"Leaking_Urine","communality",0.23,0.23,2.71,0.34
17,18,20,"Releived_No_Responsibility","communality",0.23,0.23,4.13,0.3
17,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,5.11,0.26
17,20,15,"Headache_Frequency","communality",0.23,0.23,4.32,0.24
17,21,15,"Asking_Help_Naturally","communality",0.24,0.24,4.04,0.33
17,22,22,"Dont_Like_Help","communality",0.24,0.24,6.67,0.24
17,23,23,"Mental_Emotional","max_loading",0.22,0.38,6.68,0.22
17,24,22,"Careless","max_loading",0.2,0.3,8.6,0.2
17,25,22,"Exciting_Look_Forward","max_loading",0.26,0.53,6.94,0.26
17,26,22,"Avoid_Distraction","max_loading",0.28,0.31,5.08,0.28
17,27,22,"Trust_Friends","max_loading",0.27,0.47,6.21,0.27
17,28,23,"Some_Wander_Aimlessly","max_loading",0.22,0.47,6.54,0.22
17,29,23,"Lonely_Frequency","max_loading",0.26,0.67,6.82,0.26
17,30,22,"Nothing_Cheer","max_loading",0.29,0.69,5.69,0.29
17,31,22,"Worry_Frequency","max_loading",0.28,0.4,4.67,0.28
17,32,22,"Sense_Of_Direction","max_loading",0.29,0.66,5.95,0.29
17,33,22,"Positive_About_Self","max_loading",0.25,0.7,8.27,0.25
17,34,22,"People_Take_Advantage","max_loading",0.29,0.46,5.36,0.29
17,35,15,"Lower_Expectations","communality",0.24,0.24,4.42,0.29
17,36,20,"Most_See_Love","max_loading",0.24,0.49,9.41,0.24
17,37,20,"Others_Describe_Giving","max_loading",0.26,0.52,6.97,0.26
17,38,20,"Dissapointment_Low_Goal","max_loading",0.27,0.34,4.29,0.27
17,39,20,"More_Sucessful","max_loading",0.29,0.39,4.13,0.29
18,1,21,"Sympathy_Limits","communality",0.11,0.11,4.58,0.2
18,2,21,"Worry_Compare","communality",0.12,0.12,6.07,0.19
18,3,20,"More_Or_Less_Positive","communality",0.15,0.15,1.96,0.32
18,4,20,"Aware_Body","communality",0.15,0.15,5.52,0.23
18,5,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.33,0.33
18,6,21,"Should_Obey_Law","communality",0.18,0.18,4.06,0.25
18,7,21,"Alcohol_More_Than_Intended","communality",0.19,0.19,9.87,0.17
18,8,21,"Low_Pain_Tolerance","communality",0.21,0.21,7.46,0.23
18,9,21,"Without_skill","communality",0.21,0.21,1.35,0.43
18,10,21,"When_Difficult","communality",0.15,0.15,3.41,0.29
18,11,17,"Choose_Goals","communality",0.13,0.13,7.05,0.21
18,12,19,"To_Reach_Goals","communality",0.16,0.16,5.44,0.18
18,13,20,"Approach_Health","communality",0.17,0.17,8.88,0.15
18,14,20,"Intercourse_Pain","communality",0.23,0.23,1.99,0.36
18,15,21,"Leaking_Urine","communality",0.23,0.23,2.99,0.32
18,16,21,"Loud_Noise","communality",0.23,0.23,9.79,0.19
18,17,20,"Hate_Temp","communality",0.23,0.23,6.24,0.23
18,18,15,"Releived_No_Responsibility","communality",0.21,0.21,5.24,0.23
18,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,4.99,0.26
18,20,15,"Headache_Frequency","communality",0.23,0.23,4.09,0.25
18,21,15,"Lower_Expectations","communality",0.24,0.24,4.35,0.29
18,22,15,"Asking_Help_Naturally","communality",0.23,0.23,4.26,0.33
18,23,21,"Dont_Like_Help","communality",0.24,0.24,5.96,0.26
18,24,21,"Careless","max_loading",0.2,0.29,8.35,0.2
18,25,21,"Mental_Emotional","max_loading",0.22,0.38,6.41,0.22
18,26,21,"Exciting_Look_Forward","max_loading",0.26,0.53,6.51,0.26
18,27,21,"Trust_Friends","max_loading",0.28,0.48,5.64,0.28
18,28,21,"Some_Wander_Aimlessly","max_loading",0.27,0.47,4.39,0.27
18,29,21,"Dissapointment_Low_Goal","max_loading",0.28,0.34,3.96,0.28
18,30,21,"Avoid_Distraction","max_loading",0.28,0.31,4.8,0.28
18,31,21,"Nothing_Cheer","max_loading",0.3,0.7,5.47,0.3
19,1,21,"Sympathy_Limits","communality",0.11,0.11,4.35,0.21
19,2,21,"Worry_Compare","communality",0.13,0.13,7.59,0.16
19,3,20,"More_Or_Less_Positive","communality",0.15,0.15,2,0.31
19,4,20,"Aware_Body","communality",0.16,0.16,5.23,0.24
19,5,21,"Alcohol_More_Than_Intended","communality",0.18,0.18,10.49,0.16
19,6,21,"Should_Obey_Law","communality",0.18,0.18,4.55,0.23
19,7,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.97,0.32
19,8,21,"Low_Pain_Tolerance","communality",0.2,0.2,8.11,0.2
19,9,21,"Without_skill","communality",0.21,0.21,1.34,0.43
19,10,21,"When_Difficult","communality",0.15,0.15,3.49,0.29
19,11,17,"Choose_Goals","communality",0.13,0.13,7.38,0.21
19,12,19,"To_Reach_Goals","communality",0.16,0.16,5.71,0.17
19,13,20,"Approach_Health","communality",0.17,0.17,9.55,0.14
19,14,20,"Loud_Noise","communality",0.23,0.23,7.46,0.2
19,15,20,"Intercourse_Pain","communality",0.23,0.23,1.95,0.36
19,16,20,"Hate_Temp","communality",0.23,0.23,7.12,0.22
19,17,20,"Leaking_Urine","communality",0.23,0.23,2.48,0.35
19,18,20,"Releived_No_Responsibility","communality",0.23,0.23,3.29,0.32
19,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,5.29,0.25
19,20,15,"Headache_Frequency","communality",0.23,0.23,4.19,0.25
19,21,15,"Lower_Expectations","communality",0.24,0.24,4.68,0.29
19,22,15,"Asking_Help_Naturally","communality",0.24,0.24,4.46,0.32
19,23,18,"Dont_Like_Help","communality",0.24,0.24,5.48,0.26
19,24,21,"Careless","max_loading",0.21,0.29,8.28,0.21
19,25,21,"Mental_Emotional","max_loading",0.22,0.38,6.42,0.22
19,26,21,"Exciting_Look_Forward","max_loading",0.25,0.53,6.89,0.25
19,27,21,"Dissapointment_Low_Goal","max_loading",0.28,0.34,3.98,0.28
19,28,21,"Trust_Friends","max_loading",0.28,0.48,5.65,0.28
19,29,21,"Some_Wander_Aimlessly","max_loading",0.28,0.47,4.13,0.28
19,30,21,"Enjoy_Convo","max_loading",0.28,0.56,6.02,0.28
19,31,21,"Avoid_Distraction","max_loading",0.27,0.31,5.44,0.27
19,32,21,"Nothing_Cheer","max_loading",0.28,0.7,5.98,0.28
20,1,21,"Sympathy_Limits","communality",0.11,0.11,4.63,0.2
20,2,21,"Worry_Compare","communality",0.12,0.12,6.53,0.19
20,3,20,"More_Or_Less_Positive","communality",0.15,0.15,1.92,0.32
20,4,20,"Aware_Body","communality",0.16,0.16,5.34,0.23
20,5,21,"Quick_Sense_Hunger","communality",0.18,0.18,2.17,0.34
20,6,21,"Should_Obey_Law","communality",0.19,0.19,4.02,0.25
20,7,21,"Alcohol_More_Than_Intended","communality",0.19,0.19,9.94,0.16
20,8,21,"Low_Pain_Tolerance","communality",0.21,0.21,8,0.22
20,9,21,"Without_skill","communality",0.21,0.21,1.36,0.43
20,10,21,"When_Difficult","communality",0.15,0.15,3.76,0.28
20,11,17,"Choose_Goals","communality",0.13,0.13,6.55,0.22
20,12,17,"To_Reach_Goals","communality",0.16,0.16,6.44,0.17
20,13,20,"Approach_Health","communality",0.18,0.18,9.07,0.15
20,14,20,"Intercourse_Pain","communality",0.23,0.23,1.95,0.36
20,15,20,"Leaking_Urine","communality",0.23,0.23,2.28,0.37
20,16,20,"Loud_Noise","communality",0.23,0.23,6.77,0.21
20,17,20,"Hate_Temp","communality",0.23,0.23,6.55,0.22
20,18,20,"Releived_No_Responsibility","communality",0.24,0.24,4.14,0.3
20,19,15,"Bad_Happens_Prevented","communality",0.22,0.22,5.22,0.25
20,20,15,"Headache_Frequency","communality",0.23,0.23,4.25,0.25
20,21,15,"Asking_Help_Naturally","communality",0.24,0.24,4.15,0.33
20,22,22,"Dont_Like_Help","communality",0.24,0.24,6.5,0.25
20,23,23,"Mental_Emotional","max_loading",0.22,0.38,6.68,0.22
20,24,23,"Actively_Carry_Plans","max_loading",0.23,0.53,5.52,0.23
20,25,23,"High_Standards","max_loading",0.24,0.46,8.58,0.24
20,26,23,"Careless","max_loading",0.25,0.29,6.44,0.25
20,27,22,"Exciting_Look_Forward","max_loading",0.27,0.52,6.16,0.27
20,28,22,"Avoid_Distraction","max_loading",0.28,0.31,5.07,0.28
20,29,22,"Some_Wander_Aimlessly","max_loading",0.27,0.47,4.44,0.27
20,30,22,"Trust_Friends","max_loading",0.26,0.46,6.06,0.26
20,31,23,"Lonely_Frequency","max_loading",0.26,0.67,6.74,0.26
20,32,15,"If_No_Goal_Think_Others","communality",0.24,0.24,6.62,0.19
20,33,15,"Lower_Expectations","communality",0.24,0.24,3.84,0.29
20,34,21,"Dissapointment_Low_Goal","max_loading",0.25,0.34,4.73,0.25
20,35,21,"Worry_Frequency","max_loading",0.28,0.4,4.19,0.28
20,36,21,"Nothing_Cheer","max_loading",0.28,0.69,5.81,0.28
20,37,21,"Worthless_Freq","max_loading",0.3,0.78,5.44,0.3
20,38,21,"Positive_About_Self","max_loading",0.29,0.75,7.17,0.29
